  QueueTimes | ServiceTimes | SojournTimes
  310710.207 |       24.963 |   310735.170
  310733.153 |       24.997 |   310758.151
  310757.158 |       25.137 |   310782.295
  310765.272 |       25.135 |   310790.407
  310788.644 |       24.942 |   310813.586
  310810.957 |       25.022 |   310835.978
  310835.723 |       24.942 |   310860.665
  310852.888 |       25.194 |   310878.083
  310874.826 |       25.036 |   310899.862
  310896.876 |       25.217 |   310922.093
  310919.138 |        1.698 |   310920.836
  310918.763 |       31.576 |   310950.339
  310946.461 |       25.024 |   310971.485
  310971.423 |       24.923 |   310996.346
  310994.828 |        1.891 |   310996.720
  310995.503 |       31.595 |   311027.099
  311026.870 |       25.002 |   311051.871
  311048.452 |       24.924 |   311073.376
  311063.828 |       25.131 |   311088.959
  311088.082 |       33.475 |   311121.557
  311120.145 |       25.141 |   311145.286
  311145.281 |       33.443 |   311178.724
  311178.509 |       33.450 |   311211.960
  311211.881 |       33.512 |   311245.393
  311244.019 |       33.373 |   311277.392
  311266.872 |        0.185 |   311267.057
  311264.389 |       33.316 |   311297.705
  311294.223 |       33.343 |   311327.566
  311326.408 |       33.467 |   311359.875
  311355.200 |       33.573 |   311388.773
  311385.656 |       33.400 |   311419.055
  311417.760 |       33.523 |   311451.283
  311450.104 |       33.410 |   311483.514
  311482.461 |       33.373 |   311515.835
  311515.667 |       33.348 |   311549.015
  311547.073 |       33.544 |   311580.618
  311580.361 |       33.435 |   311613.796
  311612.380 |       33.295 |   311645.675
  311645.611 |       33.514 |   311679.125
  311679.213 |       33.430 |   311712.643
  311712.087 |       33.540 |   311745.627
  311744.638 |       33.347 |   311777.985
  311776.092 |       33.418 |   311809.510
  311806.326 |       33.388 |   311839.714
  311835.406 |       33.490 |   311868.896
  311864.458 |       33.399 |   311897.858
  311896.608 |       33.567 |   311930.175
  311921.788 |       33.492 |   311955.279
  311954.533 |       33.349 |   311987.882
  311986.690 |       33.387 |   312020.077
  312019.121 |       33.478 |   312052.599
  312050.750 |       25.138 |   312075.889
  312075.380 |       25.192 |   312100.572
  312099.402 |        1.931 |   312101.334
  312101.106 |        0.186 |   312101.292
  312099.191 |       22.974 |   312122.166
  312121.732 |       25.077 |   312146.809
  312143.572 |       41.957 |   312185.529
  312183.870 |       25.002 |   312208.872
  312200.910 |       25.092 |   312226.003
  312223.672 |        0.268 |   312223.940
  312218.873 |       24.822 |   312243.696
  312241.192 |        0.212 |   312241.404
  312237.392 |       24.828 |   312262.220
  312259.264 |       25.071 |   312284.335
  312280.394 |       25.015 |   312305.409
  312304.513 |        0.209 |   312304.722
  312303.568 |       24.932 |   312328.500
  312324.281 |       25.151 |   312349.433
  312347.191 |       25.037 |   312372.228
  312365.742 |       25.159 |   312390.901
  312387.074 |       24.952 |   312412.026
  312407.469 |       25.055 |   312432.524
  312426.814 |       25.135 |   312451.949
  312451.668 |       25.163 |   312476.832
  312473.782 |       25.106 |   312498.888
  312493.118 |       24.984 |   312518.102
  312517.064 |       25.176 |   312542.240
  312539.647 |       25.137 |   312564.784
  312562.286 |       25.002 |   312587.288
  312584.036 |       25.064 |   312609.100
  312608.208 |       25.050 |   312633.257
  312630.092 |       25.087 |   312655.179
  312655.240 |       25.108 |   312680.348
  312680.282 |       33.496 |   312713.778
  312712.636 |       33.311 |   312745.947
  312741.364 |       33.500 |   312774.864
  312771.607 |       33.372 |   312804.979
  312804.466 |       33.452 |   312837.919
  312835.848 |       33.383 |   312869.231
  312861.935 |       33.289 |   312895.224
  312894.599 |       33.384 |   312927.983
  312924.831 |       33.534 |   312958.366
  312958.067 |       33.497 |   312991.564
  312986.667 |       33.369 |   313020.036
  313019.030 |       33.699 |   313052.729
  313050.212 |       33.363 |   313083.575
  313078.593 |       33.403 |   313111.996
  313108.869 |       33.455 |   313142.323
  313141.534 |       33.342 |   313174.876
  313169.289 |       33.507 |   313202.796
  313196.092 |       33.495 |   313229.588
  313227.140 |       33.361 |   313260.501
  313256.555 |       33.523 |   313290.078
  313287.792 |       33.521 |   313321.313
  313320.971 |       33.256 |   313354.227
  313351.914 |       33.393 |   313385.307
  313384.377 |        1.773 |   313386.151
  313385.860 |       31.637 |   313417.496
  313416.918 |       33.553 |   313450.471
  313443.106 |       33.446 |   313476.552
  313475.050 |       33.526 |   313508.576
  313508.152 |       33.415 |   313541.568
  313538.759 |       33.378 |   313572.137
  313570.705 |       33.524 |   313604.229
  313599.577 |       33.479 |   313633.057
  313630.660 |       33.466 |   313664.127
  313657.743 |        2.162 |   313659.905
  313659.361 |       31.270 |   313690.631
  313686.852 |       33.501 |   313720.353
  313718.503 |       24.960 |   313743.463
  313740.548 |       25.066 |   313765.614
  313763.946 |       25.210 |   313789.156
  313781.072 |       25.068 |   313806.139
  313805.698 |       25.043 |   313830.740
  313830.679 |       25.217 |   313855.895
  313854.109 |       25.154 |   313879.263
  313878.901 |       25.250 |   313904.151
  313901.903 |       25.006 |   313926.908
  313925.680 |       25.160 |   313950.840
  313949.398 |       25.020 |   313974.418
  313974.427 |        0.205 |   313974.632
  313967.966 |       24.723 |   313992.689
  313986.794 |        0.256 |   313987.050
  313985.947 |       24.814 |   314010.761
  314009.701 |       25.049 |   314034.750
  314031.206 |        0.270 |   314031.476
  314029.857 |       66.440 |   314096.297
  314095.711 |       25.172 |   314120.884
  314120.957 |       24.942 |   314145.899
  314144.758 |       25.173 |   314169.931
  314168.435 |       25.066 |   314193.501
  314189.392 |       25.200 |   314214.593
  314213.981 |       25.347 |   314239.329
  314238.486 |        1.938 |   314240.424
  314240.459 |       31.359 |   314271.818
  314268.595 |       24.981 |   314293.576
  314291.212 |       25.195 |   314316.407
  314316.388 |       25.009 |   314341.397
  314339.550 |       25.124 |   314364.674
  314363.472 |        0.205 |   314363.676
  314362.404 |       24.775 |   314387.179
  314386.382 |       33.466 |   314419.848
  314418.310 |       33.273 |   314451.583
  314451.629 |       33.560 |   314485.189
  314484.598 |       33.313 |   314517.911
  314517.801 |       33.507 |   314551.308
  314547.666 |       33.306 |   314580.973
  314576.746 |       33.481 |   314610.227
  314608.505 |        0.209 |   314608.714
  314606.509 |       33.135 |   314639.643
  314632.572 |       33.569 |   314666.141
  314666.107 |       33.315 |   314699.423
  314698.641 |       33.511 |   314732.152
  314731.588 |       33.413 |   314765.001
  314764.069 |       33.391 |   314797.460
  314797.489 |        1.776 |   314799.264
  314798.086 |        1.746 |   314799.833
  314796.310 |      907.854 |   315704.164
  315702.514 |       24.972 |   315727.485
  315721.682 |       25.188 |   315746.870
  315740.365 |       25.101 |   315765.466
  315765.275 |       25.160 |   315790.434
  315789.197 |        1.993 |   315791.190
  315787.328 |       23.142 |   315810.470
  315807.342 |       25.251 |   315832.593
  315826.012 |       25.211 |   315851.222
  315847.231 |       24.967 |   315872.198
  315871.598 |       25.014 |   315896.612
  315893.011 |       25.188 |   315918.199
  315915.019 |       24.899 |   315939.917
  315936.397 |       25.116 |   315961.513
  315960.635 |        1.758 |   315962.393
  315956.178 |       31.673 |   315987.852
  315984.700 |       25.134 |   316009.834
  316006.292 |       25.006 |   316031.299
  316023.796 |       25.097 |   316048.893
  316048.220 |       25.010 |   316073.230
  316072.378 |       24.967 |   316097.346
  316096.214 |       24.977 |   316121.191
  316114.271 |       25.186 |   316139.456
  316138.564 |       25.056 |   316163.620
  316158.054 |       25.020 |   316183.074
  316179.175 |       33.471 |   316212.646
  316209.925 |       33.531 |   316243.456
  316238.991 |        1.875 |   316240.866
  316232.096 |       31.332 |   316263.428
  316262.824 |        0.188 |   316263.011
  316262.787 |       33.246 |   316296.033
  316294.704 |       33.495 |   316328.199
  316325.887 |       33.287 |   316359.174
  316357.973 |       33.523 |   316391.496
  316391.509 |       33.367 |   316424.876
  316419.161 |       33.496 |   316452.657
  316449.986 |        1.981 |   316451.967
  316451.578 |       31.460 |   316483.038
  316482.239 |       33.480 |   316515.720
  316503.232 |       33.444 |   316536.676
  316532.577 |        0.206 |   316532.783
  316525.093 |       33.297 |   316558.390
  316557.940 |       33.493 |   316591.433
  316591.118 |       41.749 |   316632.867
  316632.389 |       33.522 |   316665.911
  316661.280 |       33.517 |   316694.797
  316690.784 |       33.461 |   316724.245
  316723.695 |        0.231 |   316723.926
  316723.702 |       33.056 |   316756.759
  316751.848 |       33.496 |   316785.344
  316783.998 |       33.281 |   316817.279
  316816.397 |        0.196 |   316816.593
  316816.078 |       33.335 |   316849.413
  316847.004 |       33.304 |   316880.308
  316876.975 |       33.523 |   316910.498
  316906.506 |       33.357 |   316939.863
  316939.362 |       33.390 |   316972.752
  316970.446 |       33.391 |   317003.837
  317002.458 |       33.804 |   317036.261
  317035.846 |       33.307 |   317069.153
  317065.359 |       33.285 |   317098.644
  317088.638 |       33.391 |   317122.030
  317121.620 |       33.454 |   317155.075
  317154.698 |       25.284 |   317179.982
  317179.846 |       25.106 |   317204.952
  317203.843 |       25.046 |   317228.889
  317226.705 |       25.212 |   317251.917
  317251.192 |       25.204 |   317276.396
  317276.102 |       25.131 |   317301.233
  317297.323 |       25.182 |   317322.505
  317320.231 |       24.992 |   317345.223
  317344.065 |       25.180 |   317369.245
  317368.431 |       25.021 |   317393.452
  317392.637 |       25.143 |   317417.780
  317416.025 |       24.956 |   317440.981
  317440.582 |       25.149 |   317465.731
  317464.790 |       25.143 |   317489.933
  317482.397 |       24.974 |   317507.372
  317501.213 |       25.052 |   317526.265
  317522.576 |        1.843 |   317524.419
  317523.096 |       31.559 |   317554.655
  317553.175 |       25.215 |   317578.390
  317570.217 |       25.018 |   317595.235
  317594.758 |       25.183 |   317619.941
  317618.066 |       33.425 |   317651.491
  317650.552 |       25.066 |   317675.618
  317670.197 |       25.015 |   317695.213
  317694.151 |       25.182 |   317719.333
  317719.210 |       25.009 |   317744.219
  317742.453 |       25.164 |   317767.617
  317766.467 |        1.899 |   317768.366
  317764.852 |       31.578 |   317796.430
  317794.398 |       24.963 |   317819.361
  317812.181 |       25.174 |   317837.355
  317833.922 |       25.031 |   317858.953
  317857.649 |       33.519 |   317891.167
  317890.976 |       24.990 |   317915.966
  317914.645 |        0.194 |   317914.840
  317912.850 |        2.100 |   317914.950
  317913.814 |       31.154 |   317944.969
  317941.771 |       33.425 |   317975.196
  317975.113 |       33.507 |   318008.619
  318006.751 |       33.305 |   318040.056
  318038.434 |       33.538 |   318071.972
  318067.028 |       33.331 |   318100.360
  318100.089 |       33.684 |   318133.772
  318132.196 |       33.502 |   318165.699
  318165.349 |       33.504 |   318198.853
  318198.806 |        0.191 |   318198.997
  318196.846 |       33.125 |   318229.971
  318229.695 |       33.353 |   318263.048
  318260.758 |        0.183 |   318260.941
  318259.209 |       33.233 |   318292.442
  318288.675 |       33.361 |   318322.036
  318320.470 |       33.341 |   318353.811
  318352.359 |       33.522 |   318385.881
  318383.321 |       33.295 |   318416.616
  318415.650 |       33.346 |   318448.997
  318447.784 |       33.569 |   318481.353
  318480.744 |       33.377 |   318514.121
  318514.158 |       33.472 |   318547.630
  318547.591 |       33.418 |   318581.009
  318580.314 |       33.312 |   318613.626
  318611.517 |       33.361 |   318644.878
  318641.914 |       33.528 |   318675.441
  318675.507 |       33.451 |   318708.958
  318701.946 |       33.489 |   318735.434
  318735.223 |       33.484 |   318768.707
  318767.784 |       33.529 |   318801.313
  318800.154 |       33.466 |   318833.621
  318833.285 |       33.455 |   318866.740
  318866.027 |       33.419 |   318899.446
  318880.240 |       25.058 |   318905.298
  318900.929 |       25.233 |   318926.162
  318926.089 |       25.104 |   318951.193
  318949.121 |       24.984 |   318974.104
  318970.213 |       25.104 |   318995.316
  318992.521 |       25.068 |   319017.589
  319017.383 |        0.180 |   319017.564
  319014.773 |       24.839 |   319039.612
  319039.062 |       25.082 |   319064.144
  319053.912 |       25.025 |   319078.938
  319076.329 |       25.104 |   319101.433
  319100.147 |       25.075 |   319125.222
  319125.221 |       25.137 |   319150.358
  319149.601 |       25.077 |   319174.677
  319173.657 |       25.229 |   319198.887
  319198.533 |       24.974 |   319223.507
  319221.532 |       25.185 |   319246.716
  319243.166 |       25.049 |   319268.214
  319267.865 |       25.150 |   319293.015
  319289.710 |       25.013 |   319314.724
  319313.625 |       25.159 |   319338.784
  319337.061 |        1.878 |   319338.939
  319324.626 |       31.676 |   319356.303
  319355.235 |       25.058 |   319380.294
  319377.354 |       25.150 |   319402.504
  319399.960 |       25.124 |   319425.084
  319423.209 |       25.097 |   319448.306
  319447.758 |       25.003 |   319472.761
  319471.906 |       25.044 |   319496.950
  319496.895 |       25.185 |   319522.080
  319518.151 |       25.018 |   319543.168
  319543.007 |        0.300 |   319543.307
  319536.220 |      743.866 |   320280.086
  320279.959 |       33.354 |   320313.313
  320309.828 |        0.228 |   320310.055
  320304.080 |       33.091 |   320337.170
  320336.907 |       33.427 |   320370.334
  320369.243 |       33.520 |   320402.763
  320402.738 |       33.345 |   320436.083
  320435.441 |       33.363 |   320468.804
  320468.428 |       33.542 |   320501.970
  320501.430 |       33.523 |   320534.953
  320533.137 |       33.391 |   320566.528
  320559.935 |       33.370 |   320593.305
  320592.704 |       25.177 |   320617.881
  320614.256 |       25.140 |   320639.396
  320621.984 |       25.163 |   320647.147
  320642.992 |       25.007 |   320667.999
  320667.812 |       25.196 |   320693.008
  320691.937 |       25.197 |   320717.135
  320714.519 |       25.136 |   320739.655
  320736.928 |       24.944 |   320761.872
  320761.239 |       25.000 |   320786.240
  320785.188 |       25.447 |   320810.635
  320810.269 |       25.146 |   320835.415
  320833.994 |       25.033 |   320859.027
  320857.324 |       25.004 |   320882.328
  320881.361 |       25.213 |   320906.573
  320906.212 |       25.138 |   320931.350
  320922.437 |       25.073 |   320947.510
  320940.109 |       25.172 |   320965.282
  320962.975 |        2.073 |   320965.049
  320958.350 |       31.366 |   320989.716
  320988.682 |       25.030 |   321013.712
  321012.371 |       25.047 |   321037.418
  321036.390 |       25.233 |   321061.624
  321059.330 |       25.113 |   321084.444
  321083.450 |       25.130 |   321108.580
  321108.410 |       25.010 |   321133.420
  321132.940 |       25.074 |   321158.014
  321155.832 |       25.095 |   321180.928
  321176.185 |       33.467 |   321209.653
  321207.470 |       25.021 |   321232.490
  321231.350 |       33.456 |   321264.807
  321261.446 |       33.370 |   321294.817
  321293.686 |       33.487 |   321327.173
  321326.313 |       33.420 |   321359.732
  321359.286 |       33.366 |   321392.652
  321391.216 |       33.276 |   321424.492
  321409.599 |       33.495 |   321443.094
  321443.034 |       33.331 |   321476.365
  321475.239 |        0.200 |   321475.439
  321475.497 |        0.199 |   321475.695
  321474.546 |       33.045 |   321507.591
  321505.462 |        0.222 |   321505.684
  321499.354 |       33.086 |   321532.441
  321527.566 |       33.448 |   321561.015
  321560.915 |       33.524 |   321594.439
  321594.439 |       33.489 |   321627.927
  321617.014 |       33.450 |   321650.464
  321649.655 |       33.611 |   321683.265
  321680.311 |        0.172 |   321680.483
  321680.377 |       33.226 |   321713.603
  321710.641 |       33.403 |   321744.044
  321743.526 |       33.357 |   321776.883
  321773.215 |       33.558 |   321806.773
  321798.147 |       33.500 |   321831.647
  321828.827 |       33.351 |   321862.178
  321858.415 |       33.366 |   321891.780
  321891.782 |       33.443 |   321925.226
  321901.861 |       33.601 |   321935.463
  321935.141 |       33.519 |   321968.660
  321966.979 |       33.432 |   322000.411
  321999.972 |       33.341 |   322033.313
  322033.255 |       33.486 |   322066.740
  322065.850 |       25.096 |   322090.946
  322090.442 |       25.092 |   322115.534
  322114.253 |       25.211 |   322139.464
  322138.863 |       25.175 |   322164.038
  322157.190 |      728.489 |   322885.679
  322885.545 |       33.246 |   322918.791
  322915.152 |       33.592 |   322948.744
  322946.912 |       33.272 |   322980.185
  322969.049 |       33.423 |   323002.472
  323001.290 |        2.002 |   323003.291
  322998.474 |       31.302 |   323029.776
  323027.370 |       33.507 |   323060.877
  323059.922 |       33.475 |   323093.397
  323093.414 |       33.348 |   323126.762
  323123.743 |       33.426 |   323157.169
  323156.569 |       33.339 |   323189.908
  323189.722 |       33.500 |   323223.222
  323223.145 |       33.408 |   323256.553
  323252.682 |       33.501 |   323286.183
  323285.765 |       33.371 |   323319.136
  323314.863 |       33.473 |   323348.336
  323347.908 |       33.453 |   323381.362
  323379.733 |       33.584 |   323413.316
  323412.829 |       33.331 |   323446.160
  323442.675 |       33.502 |   323476.177
  323474.609 |       33.525 |   323508.134
  323504.770 |       33.320 |   323538.090
  323533.459 |       33.290 |   323566.748
  323564.976 |       33.411 |   323598.387
  323592.509 |       33.412 |   323625.921
  323625.566 |       33.569 |   323659.135
  323657.100 |       33.281 |   323690.381
  323689.395 |       33.553 |   323722.948
  323715.732 |       33.451 |   323749.183
  323748.553 |       33.462 |   323782.015
  323780.773 |       33.441 |   323814.214
  323813.317 |       33.309 |   323846.626
  323845.766 |       33.419 |   323879.185
  323873.802 |       33.553 |   323907.355
  323906.007 |       33.317 |   323939.324
  323938.773 |       24.980 |   323963.752
  323957.796 |       25.152 |   323982.949
  323973.900 |       25.028 |   323998.928
  323998.416 |       25.187 |   324023.602
  324021.933 |       24.945 |   324046.878
  324044.689 |       25.245 |   324069.933
  324067.168 |       25.044 |   324092.212
  324091.186 |       25.257 |   324116.443
  324116.347 |       24.960 |   324141.308
  324133.770 |        0.216 |   324133.985
  324133.106 |       24.877 |   324157.983
  324157.490 |       25.080 |   324182.570
  324177.471 |       25.068 |   324202.538
  324202.145 |       25.215 |   324227.360
  324223.677 |        0.196 |   324223.873
  324222.604 |       24.824 |   324247.428
  324245.576 |       24.994 |   324270.570
  324270.132 |       25.088 |   324295.220
  324294.545 |       24.977 |   324319.522
  324318.748 |       25.145 |   324343.893
  324339.349 |       25.091 |   324364.440
  324363.952 |       25.026 |   324388.978
  324388.792 |        0.259 |   324389.052
  324380.170 |       24.808 |   324404.978
  324396.891 |       25.166 |   324422.057
  324421.713 |       25.180 |   324446.894
  324445.897 |       25.171 |   324471.068
  324470.226 |       25.049 |   324495.275
  324492.089 |       25.150 |   324517.239
  324515.204 |       28.142 |   324543.346
  324542.396 |       33.403 |   324575.799
  324572.858 |       33.306 |   324606.165
  324604.863 |        0.216 |   324605.078
  324600.595 |       33.231 |   324633.826
  324629.774 |       33.379 |   324663.153
  324662.902 |       33.350 |   324696.252
  324688.718 |        1.926 |   324690.644
  324690.088 |       31.428 |   324721.516
  324721.297 |       33.476 |   324754.772
  324750.070 |       33.335 |   324783.405
  324783.214 |       33.503 |   324816.717
  324813.337 |       33.454 |   324846.791
  324839.825 |       33.484 |   324873.309
  324872.952 |       33.483 |   324906.436
  324903.798 |       25.041 |   324928.839
  324927.915 |       25.108 |   324953.023
  324953.069 |       24.979 |   324978.048
  324977.960 |       25.172 |   325003.133
  325003.167 |       25.117 |   325028.284
  325019.943 |        0.204 |   325020.147
  325018.675 |       24.700 |   325043.375
  325039.885 |       25.165 |   325065.050
  325064.058 |       25.117 |   325089.175
  325085.444 |       25.169 |   325110.613
  325103.924 |        0.209 |   325104.133
  325101.272 |        0.164 |   325101.436
  325097.410 |       24.617 |   325122.027
  325120.982 |       24.994 |   325145.976
  325145.729 |       25.012 |   325170.741
  325168.963 |       25.152 |   325194.115
  325192.913 |       25.071 |   325217.985
  325209.863 |       25.055 |   325234.918
  325231.181 |       24.922 |   325256.103
  325252.429 |        0.196 |   325252.626
  325251.410 |       24.830 |   325276.240
  325273.126 |       25.195 |   325298.320
  325296.281 |        1.844 |   325298.125
  325297.279 |        0.185 |   325297.465
  325296.737 |       31.321 |   325328.058
  325327.933 |        0.214 |   325328.147
  325326.995 |       24.921 |   325351.916
  325348.136 |       24.978 |   325373.114
  325371.195 |       24.971 |   325396.165
  325394.964 |       25.138 |   325420.102
  325419.610 |       25.091 |   325444.702
  325442.552 |       25.208 |   325467.760
  325467.235 |       25.082 |   325492.317
  325489.705 |       25.055 |   325514.760
  325514.097 |       25.140 |   325539.237
  325538.875 |       25.092 |   325563.967
  325560.811 |       25.226 |   325586.037
  325580.120 |       33.503 |   325613.622
  325613.149 |       33.672 |   325646.822
  325645.621 |       33.340 |   325678.961
  325672.539 |       33.471 |   325706.010
  325703.196 |       33.505 |   325736.701
  325736.048 |       33.326 |   325769.374
  325768.884 |       33.482 |   325802.367
  325799.328 |       33.507 |   325832.835
  325826.068 |       33.503 |   325859.572
  325859.643 |       33.323 |   325892.966
  325890.987 |       33.320 |   325924.307
  325923.888 |       33.484 |   325957.372
  325947.285 |       33.340 |   325980.625
  325979.351 |       33.413 |   326012.764
  326012.172 |       33.504 |   326045.676
  326034.948 |       33.299 |   326068.247
  326067.601 |       33.377 |   326100.978
  326100.762 |       33.560 |   326134.322
  326132.752 |       33.434 |   326166.187
  326158.517 |       33.452 |   326191.969
  326189.915 |       33.410 |   326223.325
  326223.041 |       33.519 |   326256.560
  326251.196 |       33.488 |   326284.684
  326282.804 |       33.480 |   326316.284
  326315.199 |       33.376 |   326348.575
  326345.535 |       33.431 |   326378.966
  326378.954 |       33.330 |   326412.285
  326411.100 |       33.433 |   326444.533
  326443.694 |       33.393 |   326477.087
  326476.205 |       33.301 |   326509.506
  326506.612 |       33.486 |   326540.098
  326539.705 |       33.604 |   326573.309
  326572.683 |       33.457 |   326606.140
  326596.555 |       24.983 |   326621.537
  326613.926 |       25.157 |   326639.083
  326639.026 |       25.156 |   326664.182
  326658.552 |       25.024 |   326683.576
  326683.558 |       25.079 |   326708.638
  326707.235 |       25.043 |   326732.278
  326732.049 |       25.184 |   326757.233
  326757.184 |       25.034 |   326782.219
  326778.790 |       33.541 |   326812.331
  326809.522 |       33.305 |   326842.828
  326842.930 |       33.455 |   326876.385
  326875.257 |       33.324 |   326908.581
  326906.051 |       33.602 |   326939.653
  326938.909 |       33.350 |   326972.259
  326972.061 |       25.120 |   326997.181
  326997.167 |       25.034 |   327022.200
  327020.069 |       25.259 |   327045.328
  327034.965 |       24.949 |   327059.914
  327058.501 |       25.253 |   327083.754
  327077.800 |       24.906 |   327102.707
  327098.036 |       25.192 |   327123.228
  327121.303 |       24.976 |   327146.279
  327146.206 |       25.152 |   327171.357
  327165.703 |       25.090 |   327190.793
  327189.920 |       25.192 |   327215.111
  327214.956 |       25.081 |   327240.037
  327237.747 |        0.189 |   327237.936
  327236.650 |       33.246 |   327269.896
  327263.753 |       25.073 |   327288.825
  327282.804 |       25.062 |   327307.865
  327306.330 |       25.029 |   327331.359
  327327.531 |       33.490 |   327361.022
  327358.487 |       33.269 |   327391.757
  327388.537 |       33.434 |   327421.972
  327421.383 |        1.837 |   327423.220
  327419.029 |        1.656 |   327420.685
  327418.061 |       29.878 |   327447.940
  327447.813 |       33.320 |   327481.133
  327468.305 |       33.341 |   327501.646
  327501.650 |       41.815 |   327543.465
  327540.661 |       33.408 |   327574.068
  327569.493 |       33.344 |   327602.837
  327601.787 |       33.522 |   327635.309
  327634.571 |       33.339 |   327667.910
  327667.264 |       33.480 |   327700.744
  327699.303 |       33.288 |   327732.591
  327732.003 |       33.289 |   327765.292
  327763.601 |        1.709 |   327765.310
  327762.442 |       31.641 |   327794.083
  327793.849 |       33.413 |   327827.262
  327825.734 |       33.415 |   327859.149
  327856.553 |       33.506 |   327890.059
  327880.640 |       33.492 |   327914.133
  327914.192 |        0.249 |   327914.441
  327908.466 |       33.116 |   327941.581
  327940.769 |       33.475 |   327974.244
  327973.674 |       33.378 |   328007.052
  328005.684 |       33.553 |   328039.237
  328028.255 |       33.214 |   328061.469
  328061.167 |       33.615 |   328094.782
  328093.071 |       33.382 |   328126.453
  328125.881 |       33.775 |   328159.656
  328159.245 |       33.330 |   328192.574
  328191.891 |       33.348 |   328225.240
  328218.185 |       33.502 |   328251.687
  328249.968 |       33.445 |   328283.413
  328276.750 |       33.498 |   328310.248
  328300.283 |       33.431 |   328333.714
  328330.371 |       25.158 |   328355.529
  328354.372 |       25.070 |   328379.442
  328379.540 |       25.001 |   328404.540
  328404.276 |       25.019 |   328429.296
  328425.599 |        1.795 |   328427.394
  328425.555 |       23.324 |   328448.879
  328445.105 |       25.165 |   328470.270
  328468.531 |       25.109 |   328493.641
  328491.279 |       25.047 |   328516.326
  328516.340 |       25.110 |   328541.451
  328531.167 |       25.021 |   328556.188
  328546.926 |       25.010 |   328571.936
  328566.596 |       25.141 |   328591.738
  328589.923 |       25.152 |   328615.074
  328613.774 |       24.903 |   328638.677
  328637.607 |       25.137 |   328662.744
  328662.433 |        0.208 |   328662.641
  328661.116 |       24.956 |   328686.072
  328686.109 |       24.968 |   328711.076
  328709.131 |       25.126 |   328734.256
  328728.731 |       25.239 |   328753.970
  328752.750 |       25.167 |   328777.917
  328770.366 |       25.158 |   328795.524
  328793.190 |       24.937 |   328818.127
  328817.283 |       25.103 |   328842.386
  328842.447 |       25.210 |   328867.657
  328863.903 |       25.136 |   328889.038
  328887.420 |        0.183 |   328887.602
  328883.838 |       24.807 |   328908.645
  328900.831 |       24.942 |   328925.773
  328923.674 |       25.268 |   328948.942
  328945.211 |       25.058 |   328970.270
  328969.646 |       33.560 |   329003.205
  329000.334 |       33.333 |   329033.667
  329033.208 |       33.316 |   329066.524
  329063.378 |       33.466 |   329096.844
  329096.551 |       33.254 |   329129.806
  329128.828 |       33.594 |   329162.422
  329161.778 |       33.287 |   329195.066
  329190.380 |       33.518 |   329223.898
  329220.515 |       33.661 |   329254.175
  329249.544 |       33.271 |   329282.815
  329280.901 |       33.619 |   329314.520
  329314.035 |       33.302 |   329347.337
  329343.493 |      568.496 |   329911.988
  329911.662 |       33.501 |   329945.162
  329944.087 |       33.501 |   329977.589
  329976.445 |       33.290 |   330009.735
  330008.274 |       33.534 |   330041.808
  330038.489 |       24.963 |   330063.452
  330062.350 |       25.098 |   330087.447
  330087.327 |       25.068 |   330112.395
  330112.139 |       25.241 |   330137.380
  330133.220 |       25.124 |   330158.344
  330157.511 |       25.025 |   330182.536
  330182.298 |       25.197 |   330207.495
  330203.495 |       24.946 |   330228.441
  330228.427 |       25.156 |   330253.583
  330251.299 |       25.089 |   330276.388
  330274.823 |        1.930 |   330276.753
  330276.547 |       23.228 |   330299.775
  330294.805 |       25.040 |   330319.845
  330319.300 |       25.065 |   330344.366
  330337.162 |       25.037 |   330362.199
  330356.794 |       25.176 |   330381.970
  330378.058 |       25.278 |   330403.336
  330401.201 |       25.080 |   330426.281
  330421.639 |       25.102 |   330446.741
  330444.616 |       25.126 |   330469.742
  330466.879 |       25.046 |   330491.925
  330490.503 |       25.160 |   330515.663
  330512.077 |       24.895 |   330536.972
  330535.484 |       25.178 |   330560.662
  330558.518 |       25.451 |   330583.969
  330583.665 |       24.975 |   330608.640
  330608.097 |        1.735 |   330609.832
  330605.545 |       31.634 |   330637.179
  330634.043 |       25.182 |   330659.225
  330654.478 |       33.474 |   330687.952
  330681.902 |       33.438 |   330715.340
  330713.501 |       24.968 |   330738.469
  330736.576 |       25.129 |   330761.704
  330760.455 |       33.521 |   330793.976
  330790.956 |       33.430 |   330824.386
  330822.392 |       25.116 |   330847.508
  330846.573 |       33.372 |   330879.945
  330877.367 |       33.468 |   330910.835
  330908.452 |       33.239 |   330941.691
  330941.407 |       33.507 |   330974.914
  330972.404 |       33.523 |   331005.928
  331005.496 |       33.481 |   331038.976
  331035.968 |       33.340 |   331069.308
  331067.670 |       33.462 |   331101.132
  331097.132 |       33.376 |   331130.508
  331129.816 |       33.461 |   331163.278
  331162.469 |       33.518 |   331195.987
  331192.293 |        0.264 |   331192.557
  331191.653 |       32.914 |   331224.567
  331222.833 |       33.557 |   331256.390
  331254.037 |       33.407 |   331287.443
  331287.407 |       33.550 |   331320.958
  331318.850 |       33.507 |   331352.357
  331351.209 |       33.313 |   331384.523
  331384.563 |       33.535 |   331418.098
  331416.504 |       33.554 |   331450.058
  331449.846 |       33.436 |   331483.281
  331482.817 |       33.406 |   331516.224
  331513.049 |       33.549 |   331546.598
